previous_article,previous_article_text,current_article,current_article_text,number_of_clicks,click_rate
Wikipedia,"[[[17617, 30, 7, 925, 13837, 716, 6, 109, 1032], [2589, 88, 36, 642, 4, 234, 20], [20, 52, 48, 3, 0, 365, 38001, 734, 13, 0, 925], [69, 86, 3008, 4, 10462, 4, 0, 74397, 1466, 4, 872, 17617, 5, 47, 2003, 716], [20, 30, 310, 2768], [37, 1702, 1544, 86, 4522, 20, 5, 159, 511, 4, 20, 83, 39, 1816, 0, 10, 4522, 46, 16841]], [[17617, 30, 261, 21, 7, 140, 734, 0, 74397, 1466, 42, 30, 6, 614, 1518, 628]], [[17617, 311, 30, 7, 50745, 3, 55, 1388, 38001, 5, 9787, 14129, 785], [14140, 716, 659, 3185, 3250], [59, 17617, 0, 415, 13837], [258, 22073, 2072, 495]], [[17617, 30, 465, 13, 450, 21, 4457, 2510, 5, 3837, 33777, 7, 153, 3, 7, 199, 925, 13837, 311, 252098], [13, 450, 17617, 399, 7, 1350, 2557, 3, 47, 261], [20, 30, 7, 38001, 12, 307, 234, 0, 1516, 120076, 117, 64, 68, 74397, 716]], [[1544, 38, 3467, 4, 86, 511, 0, 2184, 6, 17617, 46, 151, 159, 50, 48], [17617, 33, 7, 1224, 2184, 9119, 10, 64, 2184, 6, 0, 13837]], [[19, 3, 441, 17617, 33, 59, 93, 2184, 6, 59, 1032, 5, 181, 73, 160, 1388, 531, 64, 250938], [0, 1385, 711, 17617, 30, 0, 426]]]",Cunt,"[[[117905, 30, 7, 12911, 1388, 12, 30, 234, 98, 69, 7, 7, 12965], [20, 86, 52, 30, 18784, 10, 0, 35670, 46, 101490]], [[2633, 109, 1388, 3, 17389, 12, 326, 25, 11697, 16793, 37, 1388, 326, 25, 7, 1909, 48, 356372, 1702, 7, 13999, 3030], [49, 0, 4965, 2650, 3, 563, 20, 2451, 0, 1683, 1388, 10, 35670]]]",198,0.035256410256410256
Vulva,"[[[0, 101490, 30, 0, 153, 3, 0, 719, 3, 1632, 21719, 488, 787, 111, 0, 587, 153, 3, 0, 12201, 278, 86, 30], [0, 153, 3, 0, 101490, 12, 86, 30, 253, 30, 0]], [[], [34937, 121098], [95786, 156112], [95786, 199275], [64557, 33496, 310], [33000, 310]], [[0, 14001, 121098, 30, 0, 237, 3, 3825, 5, 3747, 1069, 0, 68, 1972], [20, 1508, 0, 68, 1972, 1268, 20], [0, 238585, 156112, 30, 4950, 237, 3, 3825, 5, 3747, 10170, 4, 0, 437, 3, 0, 33000, 5, 33496, 875], [1776, 5, 4474, 238585, 30, 0, 238585, 199275], [158, 1972, 30, 6481, 4, 0, 7721, 3, 0, 64557], [39, 30, 383, 4, 0, 35670], [109, 69, 580, 0, 35670, 61, 39, 1702, 0, 101490], [0, 30, 0, 7370, 6481, 0, 2169, 153, 0, 25905, 4, 0]]]",Cunt,"[[[117905, 30, 7, 12911, 1388, 12, 30, 234, 98, 69, 7, 7, 12965], [20, 86, 52, 30, 18784, 10, 0, 35670, 46, 101490]], [[2633, 109, 1388, 3, 17389, 12, 326, 25, 11697, 16793, 37, 1388, 326, 25, 7, 1909, 48, 356372, 1702, 7, 13999, 3030], [49, 0, 4965, 2650, 3, 563, 20, 2451, 0, 1683, 1388, 10, 35670]]]",125,0.02088903743315508
Donkey,"[[[7, 20328, 46, 25495, 73136, 72292, 30, 7, 21719, 3, 0, 346110], [0, 311, 73136, 72292, 190, 22801, 74, 73136, 21, 7, 451, 3, 0, 146, 627, 13, 29479, 24844, 138191, 1310, 0, 4245, 3, 1024, 311, 3, 2382, 2694, 17, 1163], [0, 2382, 14949, 3, 0, 20328, 30, 0, 685, 2382, 25495, 72292], [0, 20328, 33, 30, 234, 7, 7, 161, 2694, 10, 22, 333, 62], [63, 30, 7, 30355, 3, 68, 2382, 175978, 6, 494, 153, 3, 0, 85]], [[0, 311, 20328, 30, 3952, 10, 0, 147333, 2694], [20, 30, 0, 15807, 2694, 12, 69, 234, 10, 2268, 5, 68, 161, 125, 7, 2933, 7, 12846, 46, 30101, 7, 610]], [[35193, 86, 33, 7008, 964, 17, 7, 861, 2867], [0, 964, 3, 7, 1632, 2867, 5, 7, 2323, 20328, 30, 580, 7, 23502], [0, 964, 3, 7, 1632, 20328, 5, 7, 2323, 2867, 30, 580, 7], [31608, 30, 181, 861, 5, 33, 30, 234, 10, 2268]]]",Cunt,"[[[117905, 30, 7, 12911, 1388, 12, 30, 234, 98, 69, 7, 7, 12965], [20, 86, 52, 30, 18784, 10, 0, 35670, 46, 101490]], [[2633, 109, 1388, 3, 17389, 12, 326, 25, 11697, 16793, 37, 1388, 326, 25, 7, 1909, 48, 356372, 1702, 7, 13999, 3030], [49, 0, 4965, 2650, 3, 563, 20, 2451, 0, 1683, 1388, 10, 35670]]]",179,0.038052721088435375
Vagina,"[[[0, 473, 35670, 30, 7, 153, 3, 0, 1632, 719], [20, 30, 118, 0, 152879, 5, 0, 76257], [38457, 8375, 639, 1454, 3823, 6035, 1895, 105, 59938, 891, 0, 719, 131, 0, 35670], [105, 2221, 21196, 7, 24275, 30, 339, 75, 0, 35670], [105, 2607, 0, 35670, 310, 4, 886, 0, 2232, 326, 66, 25, 0, 29256], [0, 35670, 30, 24227, 5491, 6, 2487, 413, 2487, 107, 7038]], [[0, 33496, 310, 30, 181, 426, 73, 0, 127697, 310]]]",Cunt,"[[[117905, 30, 7, 12911, 1388, 12, 30, 234, 98, 69, 7, 7, 12965], [20, 86, 52, 30, 18784, 10, 0, 35670, 46, 101490]], [[2633, 109, 1388, 3, 17389, 12, 326, 25, 11697, 16793, 37, 1388, 326, 25, 7, 1909, 48, 356372, 1702, 7, 13999, 3030], [49, 0, 4965, 2650, 3, 563, 20, 2451, 0, 1683, 1388, 10, 35670]]]",61,0.006516397820745647
Wolfsburg,"[[[18502, 30, 7, 115, 6, 0, 514, 92, 3, 673, 14287]], [[20, 33, 59, 44918, 6], [0, 6190, 128, 9363, 33, 47, 444, 283, 6, 18502]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",72,0.192
Münster,"[[[42524, 30, 0, 2245, 351, 3, 29255, 5, 6288, 114, 4, 0, 92, 3, 193, 13956, 29255], [20, 33, 59, 44918, 7, 922, 5, 7, 221], [42524, 30, 191, 1528, 6, 0, 699, 3875, 5, 0, 7694], [0, 89742, 349, 30, 1100, 6, 42524]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",20,0.08849557522123894
Bucharest,"[[[10558, 30, 0, 351, 115, 3, 0, 123, 3, 3300], [20, 30, 0, 426, 115, 6, 0, 123], [0, 115, 33, 7, 485, 3, 93], [20, 30, 159, 60, 3, 1286], [20, 33, 7, 15405, 4970, 1948, 24883, 6, 0, 265430, 1948, 7215], [20, 399, 0, 351, 3, 3300, 6], [20, 30, 0, 1437, 3, 5580, 3185, 1295, 5, 760], [10558, 30, 0, 426, 115, 6, 0, 291, 354, 21, 485, 425, 115, 2514]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",33,0.018707482993197282
Berlin,"[[[2499, 30, 0, 351, 115, 3, 509], [20, 30, 52, 0, 365, 115, 6, 509], [59, 682]], [[0, 115, 30, 6, 0, 828, 153, 3, 509], [20, 30, 59, 259, 3, 1690], [2499, 33, 7, 237, 3], [0, 620, 16216, 244907, 5, 11522, 307, 131, 2499], [20, 33, 7, 17314, 1948]], [[2499, 30, 163, 4, 109, 1613, 447, 5, 5631, 117, 0, 0, 176653, 24874, 0, 35657, 5, 0, 8027, 68435, 8861, 21775], [13, 0, 8027, 30, 0, 24156, 221, 5, 0, 92, 2832, 3, 2499], [0, 3340, 1326, 3, 0, 115, 30, 785, 28236, 18053]], [[2499, 30, 7, 85, 115, 3, 1295, 51757, 3185, 5], [30, 711, 520], [], [], [63, 30, 7, 530, 3, 732, 128, 6, 0, 115], [39, 30, 481, 10, 0, 115, 427], [109, 1313, 5, 1470, 1143, 4, 5, 25, 2499, 113, 0, 115, 30, 7, 481, 241, 10, 2458, 5]], [[2499, 30, 7, 481, 115, 10, 0, 299, 3, 509], [0, 691, 3, 13336, 5, 0, 3579, 3, 509, 682, 6, 2499], [0, 78, 3, 509, 30, 6, 2499, 10, 109, 62], [3084, 4526, 109, 447, 6, 0, 115, 6, 85, 136, 55], [0, 115, 30, 2288, 75, 259, 2499, 5, 322, 2499, 49, 85, 136, 55], [49, 0, 2499, 1015, 30, 1190, 6, 191, 306, 69, 30, 949, 4, 1007, 25, 322, 2499, 75, 259, 2499], [0, 1015, 6586, 0, 115, 207, 61, 0, 322, 514, 78, 2099, 4, 949, 1544, 4, 1007, 5, 69, 2099, 4, 4526, 0, 1015]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",16,0.015384615384615384
Stuttgart,"[[[9169, 30, 7, 115, 6, 509], [20, 30, 0, 351, 3, 0, 92, 3, 18021, 33117, 5, 3, 0, 2352, 377, 3, 9169], [103839], [9169, 30, 13, 0, 620, 66456], [6, 470, 69, 682], [], [], [], []], [[9169, 30, 839, 0, 524, 426, 514, 115, 5, 9169, 368, 30, 0, 513, 314, 426, 368], [0, 115, 30, 6586, 75, 115, 377]], [[9169, 30, 0, 163, 3, 55, 569, 5023, 7319, 12117, 5, 12694], [12694, 30, 6, 234000, 193, 5, 7319, 6, 365775, 1981]], [[9169, 33, 7, 17314, 1948, 54596, 6, 0, 265430, 1948, 7215]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",17,0.016456921587608902
Hamburg,"[[[6888, 46, 6, 549, 415, 5, 54833, 115, 3, 6888], [30, 7, 115, 6, 0, 193, 3, 509, 13, 0, 231, 3, 0, 620, 35217, 420, 25, 0, 193, 937]], [[17, 7, 485, 3, 59, 93, 20, 30, 0, 365, 514, 115, 49, 2499, 5, 0, 524, 426, 115, 3, 0, 291, 354], [0, 2830, 30, 59, 5805, 1538, 1172, 37006, 16940]], [[108, 20, 30, 7, 481, 393, 3, 0, 54833, 292, 0, 115, 239, 311, 149, 488], [54833, 115], [68, 514, 115, 12, 88, 0, 215, 373, 30, 45603, 27264, 107330, 70681, 10268, 70110, 5, 182486], [0, 2798, 6, 37, 312, 1550, 33, 1729, 0, 3858, 3, 0, 115, 4, 7, 353, 4015], [20, 33, 52, 891, 77, 799, 6, 0, 368, 204, 0, 115], [2405, 1211, 6, 85, 136, 819, 38416, 0, 115]], [[6, 7, 10183, 128, 4059, 20, 10, 143, 241, 4, 682, 6, 0]], [[0, 237, 3, 6888, 30], [], [20, 33, 7, 17314, 1948, 54596, 6, 0, 265430, 1948, 7215]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",56,0.0890302066772655
Nuremberg,"[[[14197, 30, 7, 115, 6, 0, 514, 92, 3, 11716, 6, 699, 51043], [20, 30, 13, 0, 620, 272944, 5, 0, 13956, 444, 15590, 4369, 5, 30, 51043, 426, 115], [20, 30, 59, 193, 3, 4715, 22, 3814], [19, 3, 344, 63, 30]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",13,0.01990811638591117
Hildesheim,"[[[30, 7, 115, 6, 673, 14287, 509], [20, 30, 6, 0, 377, 3, 66732, 5, 30, 59, 1981, 3, 22340], [0, 115, 30, 13, 0, 231, 3, 0, 268149, 620, 42, 30, 7, 357, 620, 12, 2981, 75, 0, 145812, 620], [20, 86, 30, 1022, 25, 43871, 42, 2858, 39785, 34853, 5, 22340]], [[20, 33, 59, 69, 682, 63]]]",Hanover,"[[[12849, 514, 22340, 30, 7, 514, 115], [20, 30, 0, 351, 3, 0, 347, 92, 3, 673, 14287], [12849, 33, 44918, 617]], [[6, 12849, 63, 30, 77, 365, 459, 128, 117, 9363, 1277, 5, 14793, 4970, 17047, 242835, 5747, 5, 34899, 2458]], [[12849, 33, 7, 191, 1194, 5764, 5, 7, 146, 922]], [[63, 30, 77, 191, 365, 1791, 6, 12849, 117, 0, 72681, 3, 5, 1556, 30, 10, 12, 1702, 283, 5, 0, 1274, 12849, 1791, 12, 273, 4260, 1271, 1459]], [[6, 0, 62, 0, 30, 6, 12849]], [[12849, 33, 7, 426, 2061, 355, 0, 4527, 115, 20, 30, 580, 0], [63, 30, 52, 7, 1241, 0, 3, 59, 87, 1608, 2653, 5, 30, 11728, 355, 0, 115, 1437], [0, 1613, 2637, 3, 314598, 30, 52, 6, 12849], [0, 2637, 30, 2267, 4526, 6, 19394, 34, 39, 30, 839, 124, 4111]], [[69, 6, 22340, 169, 204, 328, 21, 234, 0, 22340, 56376, 42, 33, 30, 204, 108]], [[0, 1326, 3, 0, 115, 30, 10930, 26478, 38, 1816, 7771, 6], [150, 30, 25, 0, 659, 590, 165, 18053], [0, 115, 33, 30, 15552, 21, 659, 590, 115, 382, 108, 0]], [[0, 50, 328, 1053, 30, 48, 3, 0, 1613, 447, 6, 0, 115, 68, 30, 0, 211, 512, 0, 167, 6101, 328, 1053], [77, 3076, 117, 0, 5, 0]], [[12849, 30, 10170, 22, 0, 620, 145812]], [[77, 5482, 1613, 44918, 3, 0, 328, 30]], [[0, 2392, 1137, 775, 32842, 0, 157, 514, 3848, 9938, 68599, 5, 0, 640, 535, 648, 532, 78239]], [[638, 6964, 6, 0, 368, 30, 9363, 4970, 22340, 1765, 18275, 15938, 5]]]",35,0.47297297297297297
